"","source","Dissimilarity","IsMetric","NegCounter","ZeroCounter","PcoaNegFrac","pseudo_F","pseudo_R2","p_value","MiRKAT_Rsquared"
"1","cardiovascular","manhattan","YES",0,0,"7.37229368040354e-15%",1.48985877154131,0.0647112166182144,0.011011011011011,0.00395737066416103
"2","cardiovascular","euclidean","YES",0,0,"0%",1.97807362191908,0.0841325074966295,0.005005005005005,0.0036605785177926
"3","cardiovascular","canberra","YES",0,0,"0%",1.44541095477852,0.0629020862348126,0,0.00302732897535068
"4","cardiovascular","clark","YES",0,0,"0%",1.29832867750186,0.0568652723085034,0,0.00302954186961281
"5","cardiovascular","bray","YES",0,0,"4.51089653849263e-15%",1.74913990192666,0.0751268941341543,0,0.00349969232529266
"6","cardiovascular","kulczynski","NO",1.55383518376976e-07,0,"1.00786330721359e-14%",1.61239931268839,0.0696629196123343,0,0.00349328218109959
"7","cardiovascular","jaccard","YES",0,0,"0%",1.51569219492,0.065759491352989,0,0.00330161033895214
"8","cardiovascular","gower","YES",0,0,"0%",1.23914397256415,0.0544141050584446,0.0740740740740741,0.00236794765878099
"9","cardiovascular","altGower","NO",0.00420421185672646,0,"1.23658805814161e-14%",1.66195336978104,0.0716504775755969,0.004004004004004,0.00521300674534492
"10","cardiovascular","morisita","NO",0.00380508339252204,0,"2.18860608949062e-14%",1.66382255890102,0.0717252824712884,0,0.00304765317170253
"11","cardiovascular","horn","NO",0.00380031829795848,0,"1.16872910568797e-14%",1.66382239450689,0.0717252758927698,0,0.00304757566110637
"12","cardiovascular","binomial","YES",0,0,"2.23274534274614e-15%",1.78155864659117,0.0764129058854401,0,0.00265114074462751
"13","cardiovascular","chao","NO",0.277937140840719,0.000851190913669016,"4.95573824466749e-15%",1.25551794718037,0.0550935161990345,0.012012012012012,0.0030840428138347
"14","cardiovascular","cao","YES",0,0,"1.21282037725188e-15%",2.03227556200233,0.0862390431339363,0,0.00414315418537893
"15","cardiovascular","chisq","YES",0,0,"1.77946053902372e-16%",1.1761988617282,0.0517931788125507,0.024024024024024,0.0026116193661284
"16","cardiovascular","chord","YES",0,0,"0%",1.58412548698157,0.0685250701339843,0,0.00308643801050326
"17","cardiovascular","hellinger","YES",0,0,"1.30407102486004e-16%",1.8124895787814,0.077636568460427,0,0.00369589784734924
"18","cardiovascular","aitchison","YES",0,0,"1.30407102486004e-16%",1.8124895787814,0.077636568460427,0,0.00369589784734924
"19","cardiovascular","robust.aitchison","YES",0,0,"2.54051673404458e-16%",1.61899117972516,0.0699278026624068,0,0.00323556998575944
"20","cardiovascular","unifrac_unweighted","YES",0,0,"0%",1.68362980172572,0.0725172276809679,0,0.00306515019103556
"21","cardiovascular","unifrac_weighted_phyloseq","YES",0,0,"0%",1.67729405449683,0.0722640550154311,0,0.00305409452691709
"22","cardiovascular","unifrac_weighted_gunifrac","YES",0,0,"1.53807841022639e-14%",2.04261707122444,0.0866398612218644,0,0.00457503440880516
"23","Concordance_oral_16S","manhattan","YES",0,0,"7.94094253429148e-15%",0.961850178387202,0.0478845697481291,0.556556556556557,0.00432714790869966
"24","Concordance_oral_16S","euclidean","YES",0,0,"0%",0.718003802323172,0.0361842294380405,0.862862862862863,0.0027609036011113
"25","Concordance_oral_16S","canberra","YES",0,0,"0%",1.10291911343527,0.0545245957950622,0.014014014014014,0.00660739794269817
"26","Concordance_oral_16S","clark","YES",0,0,"0%",1.07327528083144,0.0531369765937391,0.012012012012012,0.00650295829256007
"27","Concordance_oral_16S","bray","NO",4.79257725634537e-07,0,"6.21076779352463e-15%",1.01088730310565,0.0502032658352105,0.454454454454454,0.00564934016720062
"28","Concordance_oral_16S","kulczynski","NO",1.77325358484779e-05,0,"4.26883959660794e-15%",1.017514719734,0.0505157739185921,0.406406406406406,0.005171444683227
"29","Concordance_oral_16S","jaccard","YES",0,0,"5.1098411814305e-16%",1.00831403073986,0.0500818707342642,0.409409409409409,0.00597250218845878
"30","Concordance_oral_16S","gower","YES",0,0,"0%",0.933892465843778,0.0465575289081392,0.641641641641642,0.00425749232865933
"31","Concordance_oral_16S","altGower","NO",0.0177756690437853,0,"1.16021658757287e-14%",1.01610184441675,0.0504491686833121,0.399399399399399,0.00469974774674976
"32","Concordance_oral_16S","morisita","NO",0.0539145771029841,1.05436699639598e-05,"3.68141035834938e-15%",0.905724575680525,0.045216765487364,0.62962962962963,0.00621223681887802
"33","Concordance_oral_16S","horn","NO",0.0523301510620363,0,"1.37024458736145e-15%",0.90587575166087,0.0452239713775749,0.632632632632633,0.00615043744958162
"34","Concordance_oral_16S","mountford","YES",0,0,"0%",1.00767082559395,0.0500515224394835,0.022022022022022,0.00623403559369382
"35","Concordance_oral_16S","raup","NO",0.0559389617360684,0.818187351430027,"6.13159368972496e-14%",0.85108714250376,0.0426052978459868,0.576576576576577,0.00471451800378686
"36","Concordance_oral_16S","binomial","YES",0,0,"3.20117878943252e-15%",1.0832019976865,0.053602096703631,0.188188188188188,0.00622392891222029
"37","Concordance_oral_16S","chao","NO",0.0292217813051174,0,"2.69667325351517e-15%",1.15664689350844,0.0570292392714249,0.139139139139139,0.00763022837023995
"38","Concordance_oral_16S","cao","YES",0,0,"1.50683041226045e-16%",1.15419989856945,0.0569154554589144,0.0940940940940941,0.0058109691751503
"39","Concordance_oral_16S","mahalanobis","YES",0,0,"1.4741629903263e-15%",1.0027709435397,0.0498202680442144,0.478478478478478,0.00595073942074623
"40","Concordance_oral_16S","chisq","YES",0,0,"0%",0.608927250470417,0.0308568711509718,0.903903903903904,0.00479443414386864
"41","Concordance_oral_16S","chord","YES",0,0,"5.5323449071972e-16%",0.862414247997487,0.043147864816175,0.728728728728729,0.00572220974049286
"42","Concordance_oral_16S","hellinger","YES",0,0,"0%",1.07461236104031,0.0531996526385304,0.202202202202202,0.00694445190199733
"43","Concordance_oral_16S","aitchison","YES",0,0,"0%",1.07461236104031,0.0531996526385304,0.256256256256256,0.00694445190199733
"44","Concordance_oral_16S","robust.aitchison","YES",0,0,"0%",1.07044307512142,0.0530041886746269,0.169169169169169,0.00622130114195484
"45","Concordance_oral_16S","unifrac_unweighted","YES",0,0,"4.61421352631868e-15%",1.24972172425775,0.061336873267322,0.0750750750750751,0.00677518018708312
"46","Concordance_oral_16S","unifrac_weighted_phyloseq","NO",1.72532781228433e-05,0,"6.1302074234447e-15%",1.00144407645839,0.049757625969794,0.478478478478478,0.00416386155538192
"47","Concordance_oral_16S","unifrac_weighted_gunifrac","NO",1.72532781228433e-05,0,"1.04352605119647e-14%",1.00144407645839,0.049757625969794,0.455455455455455,0.00416386155538191
"48","covid","manhattan","YES",0,0,"1.44734554657326e-15%",1.50831769052639,0.168774354299995,0,0.0140074687281421
"49","covid","euclidean","YES",0,0,"0%",1.21405305379243,0.140472729813707,0.043043043043043,0.0173954110556893
"50","covid","canberra","YES",0,0,"2.56547575154806e-15%",1.15832208674148,0.134894194818634,0,0.0161931044205629
"51","covid","clark","YES",0,0,"0%",1.10740742339322,0.129734087044784,0,0.0163879903023427
"52","covid","bray","YES",0,0,"1.41271184665575e-15%",1.45795515469618,0.164063556332725,0,0.0145789273399435
"53","covid","kulczynski","YES",0,0,"1.72669052181751e-15%",1.43645646346572,0.1620363162936,0,0.0139281858444763
"54","covid","jaccard","YES",0,0,"0%",1.29266140669147,0.148220031629565,0,0.0152932806938862
"55","covid","gower","YES",0,0,"0%",1.14381989024955,0.133430666859346,0.005005005005005,0.016854526784604
"56","covid","altGower","NO",0.011465030196766,0,"2.46118236810786e-15%",1.12063418307903,0.131080504316317,0.193193193193193,0.0156699754962405
"57","covid","morisita","NO",0.000389635690629261,0,"5.72475993700454e-15%",1.3159766188676,0.150491095906666,0.00700700700700701,0.0131667912801516
"58","covid","horn","NO",0.000360413013832067,0,"2.12578329409326e-15%",1.31580382877539,0.150474309490536,0.012012012012012,0.0131705633373574
"59","covid","mountford","YES",0,0,"0%",1.00491722069314,0.119157950225115,0,0.0169168534588348
"60","covid","raup","NO",0.118361581920905,0.644759399961029,"0%",0.80620093099663,0.0979020300494278,0.641641641641642,0.00131863540453277
"61","covid","binomial","YES",0,0,"1.82988995495691e-15%",1.49545843398446,0.16757658333924,0,0.0160258255544646
"62","covid","chao","NO",0.00176310150009741,0,"4.17830318797733e-15%",1.76347846895298,0.191848226305638,0,0.0137660190886268
"63","covid","cao","YES",0,0,"0%",1.46082996043036,0.164333895670156,0,0.0144402901063081
"64","covid","mahalanobis","YES",0,0,"4.49064641962719e-15%",1.00000000000001,0.118644067796611,0.025025025025025,0.0169491525423732
"65","covid","chisq","YES",0,0,"5.28774992051526e-17%",1.25247289482425,0.144276753828891,0,0.0182626293744943
"66","covid","chord","YES",0,0,"2.86679944725868e-16%",1.20487738074533,0.139559219885,0.024024024024024,0.0150520884038204
"67","covid","hellinger","YES",0,0,"0%",1.4194006245883,0.160421011284887,0,0.0135364875439707
"68","covid","aitchison","YES",0,0,"0%",1.57557758104972,0.174983508087903,0,0.0134836176674398
"69","covid","robust.aitchison","YES",0,0,"0%",1.31387568380504,0.150286946768602,0,0.0150555358259658
"70","covid","unifrac_unweighted","YES",0,0,"0%",1.30057706684597,0.148992432369405,0,0.0150704852400799
"71","covid","unifrac_weighted_phyloseq","NO",9.74089226573154e-05,0,"0%",2.01959137077566,0.213754929256217,0.001001001001001,0.0117849103747887
"72","covid","unifrac_weighted_gunifrac","YES",0,0,"0%",1.27993588251092,0.14697534684068,0.0760760760760761,0.0151138357962531
"73","HIV_gut","manhattan","YES",0,0,"2.06834285112801e-15%",1.06365065895926,0.0796779969210193,0.34034034034034,0.0162288791136123
"74","HIV_gut","euclidean","YES",0,0,"0%",0.936583533277882,0.0708336437508311,0.542542542542543,0.0133813815847787
"75","HIV_gut","canberra","YES",0,0,"0%",1.11110290486154,0.0829378268775037,0.002002002002002,0.0128674077486578
"76","HIV_gut","clark","YES",0,0,"0%",1.07363358096065,0.0803657178236102,0,0.0121537159638705
"77","HIV_gut","bray","YES",0,0,"5.80061601088257e-16%",1.26877212279549,0.0936053262777209,0.019019019019019,0.0149587008762636
"78","HIV_gut","kulczynski","YES",0,0,"2.55796090712447e-15%",1.27993185768437,0.0943509689221263,0.012012012012012,0.0156227040741539
"79","HIV_gut","jaccard","YES",0,0,"0%",1.17050553592439,0.086986207972177,0.011011011011011,0.0139748097984163
"80","HIV_gut","gower","YES",0,0,"0%",1.1558819814372,0.0859929102514363,0.196196196196196,0.0136518664070876
"81","HIV_gut","altGower","NO",0.0129957327444719,0,"8.18103847922254e-16%",0.90118001848522,0.068339064354086,0.614614614614615,0.011465258460426
"82","HIV_gut","morisita","NO",0.00207891935981219,0,"4.38362005757338e-15%",1.32535361612428,0.0973732278526985,0.043043043043043,0.0152596703239462
"83","HIV_gut","horn","NO",0.0020540519033551,0,"5.14351323152288e-15%",1.32531013160986,0.0973703441397841,0.043043043043043,0.0152598826256101
"84","HIV_gut","mountford","YES",0,0,"0%",1.00370710558682,0.0755267724630825,0,0.0108077264270372
"85","HIV_gut","binomial","YES",0,0,"1.87240653681142e-15%",1.21933007889507,0.0902870102441413,0.0660660660660661,0.0164125734335843
"86","HIV_gut","chao","NO",0.000686341798215508,0,"3.0517822566405e-15%",1.29222740810821,0.095171082425264,0.036036036036036,0.0162916441403145
"87","HIV_gut","cao","YES",0,0,"8.13603236239867e-16%",1.18867345858974,0.0882172519558244,0.01001001001001,0.015687842366172
"88","HIV_gut","mahalanobis","YES",0,0,"2.46459499049637e-15%",0.999999999999993,0.0752688172043006,0.946946946946947,0.0107526881720429
"89","HIV_gut","chisq","YES",0,0,"0%",1.12248370042222,0.0837162235807389,0.196196196196196,0.0153059618734984
"90","HIV_gut","chord","YES",0,0,"0%",1.2686319794155,0.0935959547292379,0.025025025025025,0.0155471421340368
"91","HIV_gut","hellinger","YES",0,0,"0%",1.22859280879736,0.0909105291307392,0.021021021021021,0.0141732047837335
"92","HIV_gut","aitchison","YES",0,0,"0%",1.22859280879736,0.0909105291307392,0.019019019019019,0.0141732047837335
"93","HIV_gut","robust.aitchison","YES",0,0,"0%",1.09049203289514,0.0815247617239583,0.0860860860860861,0.012846119283129
"94","HIV_gut","unifrac_unweighted","YES",0,0,"0%",1.16121501190494,0.0863554039888149,0.002002002002002,0.0140057531778553
"95","HIV_gut","unifrac_weighted_phyloseq","YES",0,0,"0%",1.02521135120241,0.0770202898857065,0.358358358358358,0.0089967098885772
"96","HIV_gut","unifrac_weighted_gunifrac","YES",0,0,"4.90772841791643e-15%",1.12547117518885,0.0839203348928305,0.226226226226226,0.0115371867031797
"97","IBD_16s","manhattan","YES",0,9.95291276968661e-07,"4.11056413674454e-15%",1.40343356385643,0.104707018330058,0.003003003003003,0.0139440513725449
"98","IBD_16s","euclidean","YES",0,0,"0%",1.38656354887358,0.103578752217574,0.0620620620620621,0.0224551981114689
"99","IBD_16s","canberra","YES",0,0,"0%",1.1348698583252,0.0864013020734953,0,0.00662766184912193
"100","IBD_16s","clark","YES",0,0,"0%",1.09341799495614,0.0835089810298082,0,0.00630416110169651
"101","IBD_16s","bray","YES",0,0,"3.68058897603721e-15%",1.45303472143092,0.108007951478502,0,0.0138977049658107
"102","IBD_16s","kulczynski","NO",2.98587383090598e-06,0,"3.12965556468988e-15%",1.4612198723533,0.108550330966242,0,0.0130965354005894
"103","IBD_16s","jaccard","YES",0,0,"0%",1.32151267182929,0.0992013973476046,0,0.0110845224409638
"104","IBD_16s","gower","NO",3.31763758989554e-07,3.31763758989554e-07,"0%",0.857328464324464,0.0666801401786782,0.763763763763764,0.0059199921538055
"105","IBD_16s","altGower","NO",0.0449297705886804,0,"3.99145756642849e-15%",1.25937170908934,0.0949797423829696,0.149149149149149,0.00469050767461626
"106","IBD_16s","morisita","NO",0.00249419994008352,0,"2.97628122919474e-15%",1.45077784207631,0.107858285900614,0,0.0189412465281393
"107","IBD_16s","horn","NO",0.00244144950240418,0,"5.49774456814181e-15%",1.45004235130029,0.107809500775297,0,0.0190193312412769
"108","IBD_16s","mountford","NO",0.000237542851436519,3.31763758989554e-06,"2.32602669514377e-16%",1.03166613475228,0.0791660961909604,0.001001001001001,0.00559222393667509
"109","IBD_16s","raup","NO",0.246434783704957,0.255577861138948,"1.54456819776243e-14%",1.96831174124428,0.140912644112348,0.04004004004004,0.00439666746945615
"110","IBD_16s","binomial","YES",0,0,"5.2705292859503e-16%",1.0100724259904,0.0776377250577454,0.442442442442442,0.00651021903494964
"111","IBD_16s","chao","NO",0.003272517718673,0,"7.98550294224647e-15%",1.47969024442311,0.109771828402014,0,0.0146929927064957
"112","IBD_16s","cao","NO",6.63527517979107e-07,0,"7.90493849348622e-16%",1.3608449067211,0.101853207354913,0,0.00931069084950198
"113","IBD_16s","mahalanobis","YES",0,0,"6.66586969657998e-16%",0.991244328615465,0.0763009534376994,0.721721721721722,0.00532752341247928
"114","IBD_16s","chisq","YES",0,0,"1.56954256760438e-16%",0.580180105095499,0.0461185849684697,0.640640640640641,0.0063431707721623
"115","IBD_16s","chord","YES",0,0,"3.49975569695824e-16%",1.37653892587374,0.102906957734123,0,0.0168201788556703
"116","IBD_16s","hellinger","YES",0,0,"0%",1.45618851277284,0.108217011926565,0,0.0134191374143425
"117","IBD_16s","aitchison","YES",0,0,"0%",1.45618851277284,0.108217011926565,0,0.0134191374143425
"118","IBD_16s","robust.aitchison","YES",0,0,"6.92137301210171e-16%",1.13335026216225,0.0862955940060075,0.019019019019019,0.0067626181675442
"119","IBD_16s","unifrac_unweighted","YES",0,0,"1.84744487427536e-16%",1.19700292224799,0.0907026337192091,0,0.0089891689959468
"120","IBD_16s","unifrac_weighted_phyloseq","NO",0.00209376108298309,0,"0%",1.11338158205064,0.0849042312300755,0.191191191191191,0.0120230594158664
"121","IBD_16s","unifrac_weighted_gunifrac","NO",3.64940134888509e-06,0,"1.04047683471855e-14%",1.65212332138405,0.121015850977279,0,0.0223064746482195
"122","IBD_wgs","manhattan","YES",0,0,"9.64290423906676e-15%",1.13697908993748,0.0926609731453282,0.233233233233233,0.00971810313044734
"123","IBD_wgs","euclidean","YES",0,0,"2.90221367617351e-16%",1.23797827414522,0.10006847401668,0.153153153153153,0.0117672916527162
"124","IBD_wgs","canberra","YES",0,0,"0%",1.16280767085198,0.0945668783772233,0.004004004004004,0.00844769874903462
"125","IBD_wgs","clark","YES",0,0,"8.13651340648006e-16%",1.12062696219874,0.0914501871372416,0.002002002002002,0.00771382980379315
"126","IBD_wgs","bray","YES",0,0,"2.89818142965375e-15%",1.36777032050642,0.109411965405655,0,0.0136606308873939
